Batch_ID,T80,Smiles,Mass,HAcceptors,HDonors,LogP,Rg,TPSA,NumHeteroatoms,HOMOm1(eV),HOMO(eV),LUMO(eV),LUMOp1(eV),PrimeExcite(eV),PrimeExcite(osc),DipoleMoment(Debye),SurfaceCharge,ChargeCorrection,T1,T2,T3,T4,T5,T6,T7,T9,T13,T14,T15,T17,T18,T20,S1,S2,S3,S4,S5,S6,S7,S8,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,O1,O2,O3,O4,O5,O6,O7,O8,O10,O16,O17,O20,TDOS1.5,TDOS1.6,TDOS1.7,TDOS1.8,TDOS1.9,TDOS2.0,TDOS2.1,TDOS2.2,TDOS2.3,TDOS2.4,TDOS2.5,TDOS2.6,TDOS2.7,TDOS2.8,TDOS2.9,TDOS3.0,TDOS3.1,TDOS3.2,TDOS3.3,TDOS3.5,TDOS3.6,TDOS3.7,TDOS3.8,TDOS3.9,TDOS4.0,TDOS4.1,TDOS4.2,TDOS4.3,TDOS4.4,TDOS4.6,SDOS2.5,SDOS2.6,SDOS3.0,SDOS3.1,SDOS3.2,SDOS3.3,SDOS3.4,SDOS3.5,SDOS3.8,SDOS3.9,SDOS4.0,SDOS4.1,SDOS4.2,SDOS4.5,SDOS4.8,SDOS4.9,SDOS5.1,SDOS5.3,SDOS5.4,T_min,T_max,T_range,S_mean,S_std,S_min,S_max,S_range,min_diff_S_T,O_sum,O_mean,O_std,RDKit_0,RDKit_1,RDKit_2,RDKit_3,RDKit_4,RDKit_6,RDKit_8,RDKit_9,num_atoms,complexity,size_index,hetero_polarity,Ncomplexity,ratio_HDonors_HAcceptors,mass_minus_logP,total_H_bonds,energy_gap,delta_HOMO,ratio_HOMO,hardness,softness,chemical_potential,electrophilicity,combined_orbital_feature,predict
Train-13,23.09,CCCCC(CC)COc1c2cc(-c3ccc4oc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4c3)sc2c(OCC(CC)CCCC)c2ccsc12,806.15,6,0,16.8564,7.934824676,34.84,6,-7.5688,-7.2427,0.0688,0.3255,4.00089659,2.305491788,2.19426,-0.04153712,-0.00119,2.852643422,2.980875936,3.616112262,3.721606844,3.839363048,3.963925754,3.995094326,4.175981146,4.46377592,4.665454186,4.691725548,4.809097414,4.810287622,4.972292288,4.00089659,4.27997557,4.564373292,4.607890272,4.747826498,4.765059718,5.03817526,5.174888006,5.358390804,5.541521662,5.65416989,5.849537574,6.009583356,6.015224446,6.015831948,6.079160932,6.0898976,6.124587204,6.271974628,2.305491788,0.088258446,0.023142225,0.238376873,0.300251327,0.077523953,0.032169816,0.077164834,1.027762462,0.016558767,0.082558413,0.032504055,2.35e-10,6.14e-09,1.25e-07,1.98e-06,2.45e-05,0.000237476,0.001799912,0.01069427,0.049911009,0.183421613,0.532287484,1.223565306,2.234818912,3.25250919,3.781427032,3.526810956,2.688650729,1.845769707,1.576717458,3.582866922,5.45554393,7.378170956,9.070308683,10.42163986,11.39965951,12.01299764,12.30740296,12.35736423,12.36760569,13.47421001,2.71e-12,1.02e-10,1.68e-05,0.000180575,0.001515372,0.009904182,0.05041599,0.199890718,2.786865287,4.079432827,4.671033898,4.210720725,3.049471325,1.100114,1.16963377,1.030110583,1.376164196,2.306987505,2.294970992,2.852643422,4.972292288,2.1196488660000004,5.372239989899999,0.6956054114240914,4.00089659,6.271974628,2.2710780379999997,1.148253168,4.613489645000001,0.23067448225000006,0.5383240200515051,806.150000000002,6.0,0.0,16.856399999999976,0.501629449341235,34.84,23.0,6.0,58.0,24.771279999999994,101.59643487043634,209.04000000000002,13.451412337999999,0.0,789.2936,6,7.3115000000000006,0.3261000000000003,0.04460096497285581,3.6557500000000003,0.27354160608859845,-3.58695,1.7597223965670516,-0.06940000000000024,16.401849637621005
Train-14,19.48,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2-c2cc3sc(-c4ccc(-c5cccs5)s4)cc3s2)cc1,568.898,4,0,12.3488,5.791844906,0.0,4,-8.4225,-7.6271,-0.1066,0.7072,4.01689001,1.644258674,0.4579,0.02436332,0.0024,2.70883902,3.232952072,3.802268232,3.963615804,3.96977761,4.208910234,4.34847452,4.532175686,4.847022896,5.008891184,5.136726962,5.317155056,5.431278646,5.67983375,4.01689001,4.893465804,5.04480819,5.174776424,5.350803228,5.397308126,5.4569797,5.609028772,5.766086636,5.858228572,5.977348556,5.982134184,6.172629454,6.226374784,6.277801688,6.34783799,6.379105746,6.396698508,6.490241418,1.644258674,0.011503898,0.084519461,0.017180631,0.123546915,0.047027805,0.006969852,0.251953467,0.231928918,0.025739768,0.034655637,0.0395138,2.33e-08,4.22e-07,5.95e-06,6.54e-05,0.000560178,0.003734441,0.01938896,0.078400582,0.246913975,0.605799643,1.158836632,1.733508758,2.050035045,1.989461314,1.762334222,1.704211399,1.898410913,2.089600686,2.011677416,1.721643263,2.330932009,3.61069824,5.150655334,6.362506914,6.939627458,7.11711462,7.445887093,8.302855859,9.593907016,11.41826201,1.06e-12,4.14e-11,7.98e-06,8.95e-05,0.000782062,0.005319627,0.028180443,0.116262813,1.82170533,2.764882444,3.268148085,3.008530781,2.156981486,0.18493438,0.114596106,0.191226222,0.378331609,0.6577288,0.869030385,2.70883902,5.67983375,2.97099473,5.7258352892,0.6268979909669912,4.01689001,6.490241418,2.473351408,1.30805099,2.867038609,0.14335193045,0.3600550186930993,568.8980000000014,4.0,0.0,12.34879999999998,0.44232663326064514,0.0,4.0,4.0,38.0,16.869759999999996,98.22395299064436,0.0,6.895922453,0.0,556.5492,4,7.5205,0.795399999999999,0.10576423033518631,3.76025,0.26593969391936867,-3.8668500000000003,1.9882360112359554,0.018400000000001082,19.710400477795467
Train-15,15.64,Cc1ccc(NC(=O)OC(C)(C)C)cc1-c1cc2sc(-c3ccc(-c4cccs4)s3)cc2s1,509.743,6,1,9.74222,6.572627344,38.33,7,-8.2713,-7.4789,-0.205,0.8155,3.84914507,1.763440008,3.47345,-0.03839898,0.001,2.55925715,3.192485,3.762346672,3.919578108,4.03771865,4.07094529,4.279219292,4.43873196,5.343364428,5.517816686,5.55579176,5.797329596,5.888653264,5.942497778,3.84914507,4.818619078,4.954848302,5.014048752,5.400853954,5.523780124,5.65231019,5.743894216,5.838081822,6.019526552,6.08952566,6.114309262,6.217559806,6.263804346,6.304519378,6.372993532,6.490737338,6.568509992,6.599294226,1.763440008,0.050539895,0.079412894,0.054416947,0.032181305,0.011584714,0.099543689,0.345665502,0.065918416,0.030625506,0.02458761,0.017167032,1.62e-06,2.02e-05,0.000195777,0.001480473,0.008719004,0.039990767,0.142850005,0.397405022,0.861078888,1.453535218,1.914025141,1.978534065,1.653411913,1.257443063,1.152122629,1.432671774,1.852814198,2.046923769,1.886146795,1.765119319,2.554999762,3.942965177,5.567565009,6.963705501,7.791511189,8.033128588,7.963876414,7.811224544,7.475263844,5.428777575,4.62e-10,1.19e-08,0.000428454,0.003159115,0.018140637,0.081127116,0.282556897,0.766429418,3.412944569,3.405660352,2.646691193,1.602035446,0.7560466,0.061907876,0.279792221,0.340863005,0.290043857,0.259636322,0.392452094,2.55925715,5.942497778,3.383240628,5.7809605165999995,0.6983344856996345,3.84914507,6.599294226,2.7501491559999995,1.28988792,3.322285747000001,0.16611428735000006,0.3871340671488467,509.7429999999998,6.0,1.0,9.742219999999993,0.6600166190915723,38.33,5.0,7.0,33.0,14.348443999999999,77.55542734518566,268.31,14.119313672,0.16666663888889352,500.00078,7,7.2739,0.7923999999999998,0.10893741886231333,3.63695,0.2749555877986808,-3.84195,2.0292525058771775,0.2281000000000002,15.174496460649461
Train-16,15.0,CCCCC(CC)COc1c2cc(-c3cccc(-c4c5ccccc5c(-c5cccc6ccccc56)c5ccccc45)c3)sc2c(OCC(CC)CCCC)c2ccsc12,825.196,4,0,17.767,6.893407185,18.46,4,-7.5997,-7.575,-0.2916,-0.0107,3.88094594,0.624679113,3.54543,-0.04022967,-0.00275,2.25203471,2.823793276,3.209891792,3.589952482,3.655029584,3.817691344,3.966541732,4.00852136,4.415014586,4.513578686,4.547264052,4.765902782,4.767328552,4.841629766,3.88094594,4.175919156,4.214427344,4.464904138,4.602968266,4.770353664,4.773577144,4.947273124,5.043469206,5.066293924,5.336123996,5.517953064,5.591721164,5.593332904,5.73816634,5.757916354,5.785005984,5.905018624,5.968620364,0.624679113,0.000396373,0.499491013,0.00361521,0.487366272,0.000197707,0.044088271,0.026814925,0.011942356,0.827790719,0.00786033,0.01255368,0.001696899,0.009814789,0.044211367,0.155102885,0.423798807,0.902071478,1.497022393,1.943734238,2.002863066,1.728982558,1.466481665,1.524783747,1.886814556,2.272668163,2.472929244,2.540562231,2.629323908,2.80015606,3.117359775,4.891965195,6.362199261,7.951752191,9.49334285,10.75426535,11.41812367,11.48354324,11.4571999,11.84889519,12.61832236,13.45533695,5.53e-11,1.54e-09,7.63e-05,0.000609313,0.003789857,0.018367471,0.069406958,0.204800114,1.264959277,1.532413183,1.615930647,1.573465716,1.475865043,1.276163408,0.917993005,0.78485817,0.96878653,1.494546515,1.732633347,2.25203471,4.841629766,2.5895950559999994,5.108046668600001,0.6261439567138884,3.88094594,5.968620364,2.0876744240000003,1.62891123,4.324235193,0.21621175965,0.32134525588174695,825.1960000000022,4.0,0.0,17.76699999999999,0.44334087511848674,18.46,21.0,4.0,60.0,26.053399999999996,119.70798447647708,73.84,9.2927035925,0.0,807.429,4,7.2834,0.024700000000000166,0.0033912728408061242,3.6417,0.27459695345664015,-3.9333,2.1241245695691573,0.2561999999999999,12.179151162578043
Train-17,10.88,CCCCC(CC)COc1c2cc(-c3ccc4oc(-c5ccc6[nH]c(-c7ccccc7F)cc6c5)cc4c3)sc2c(OCC(CC)CCCC)c2ccsc12,772.064,5,1,15.674,7.843849218,47.39,7,-7.7295,-7.3993,0.1969,0.3458,4.169174644,1.20991618,6.71585,-0.03773204,0.00076,2.845477378,3.15237747,3.321870528,3.68245396,3.920024436,3.934269738,4.069965848,4.313028638,4.56264997,4.692295856,4.736457532,4.984851462,5.001923508,5.2493132,4.169174644,4.443108454,4.607059606,4.71142597,4.856123028,4.996964308,5.253615306,5.334090724,5.591510398,5.621823508,5.864799512,5.985791594,6.026680198,6.075119184,6.159685942,6.209984628,6.345184818,6.374977212,6.455229466,1.20991618,1.530007774,0.015160623,0.062867069,0.020943068,1.248743412,0.038885716,0.77101744,0.198094926,0.018001236,0.097017921,0.1888615,2.97e-10,7.57e-09,1.5e-07,2.32e-06,2.8e-05,0.000262718,0.001920464,0.010940189,0.048603772,0.168673566,0.458875004,0.986149052,1.701426743,2.432678623,3.038248187,3.524545353,3.922612517,4.124523137,4.003833924,3.554956709,3.955896631,4.940541606,6.285367795,7.680269049,8.946645916,10.11245074,11.19832877,11.98468867,12.17706898,11.10429371,1.81e-15,1.04e-13,9.16e-08,1.5e-06,1.92e-05,0.000191433,0.001485846,0.008992779,0.456663787,1.052192288,1.950355488,2.976469301,3.852503143,3.765835831,2.394080514,2.738119202,3.103451137,2.608172643,2.239388849,2.845477378,5.2493132,2.4038358219999996,5.528877561699999,0.7025740962916713,4.169174644,6.455229466,2.2860548219999997,1.323697266,5.9019829139999995,0.29509914569999995,0.47915442604451947,772.0640000000018,5.0,1.0,15.673999999999966,0.5213697439118571,47.39,21.0,7.0,55.0,23.63479999999999,98.42921250947323,331.73,15.660924608999998,0.199999960000008,756.39,6,7.5962000000000005,0.3301999999999996,0.04346909725005955,3.7981000000000003,0.263289470185232,-3.6012,1.707253816381875,-0.1812999999999996,2.643594672454651
Train-18,10.8,c1ccc(C(c2ccccc2)(c2ccccc2)n2cnc(-c3ccc(-c4ccc(-c5cccs5)s4)cc3)c2)cc1,550.752,4,0,9.8473,6.158710286,17.82,4,-8.543,-7.5156,0.0059,1.0661,4.050265426,1.739880418,6.24087,-0.0393257,-0.00342,2.708429886,3.440866532,4.046198882,4.18420102,4.192222526,4.20893503,4.318768912,4.462920458,4.856408182,4.87619539,4.89547428,4.929729954,4.935309054,5.244949104,4.050265426,4.949690734,5.124886872,5.505232716,5.534268832,5.547621478,5.591969124,5.752994348,6.043628264,6.054364932,6.150511422,6.228470046,6.27084641,6.293460362,6.356057864,6.450096694,6.470479006,6.474396774,6.54769375,1.739880418,0.001879974,0.066174449,0.00082835,0.035971695,0.019741406,0.00034575,0.015160949,0.012732688,0.019572907,0.033152358,0.005562094,2.36e-08,4.27e-07,6.02e-06,6.61e-05,0.00056483,0.003761596,0.019509823,0.078806297,0.247910601,0.60737509,1.158920061,1.72237545,1.995030418,1.807978633,1.312316119,0.864931718,0.760257247,1.063465476,1.583823596,1.973160139,1.695777677,1.613398211,2.29496789,4.067765234,6.752598155,9.598668598,11.62315302,12.28368089,11.96210888,12.7756423,3.12e-13,1.33e-11,3.57e-06,4.35e-05,0.000412788,0.003052141,0.017575519,0.078820298,1.586302715,2.617107077,3.362662669,3.364895403,2.622328454,0.278242775,0.041324923,0.07490384,0.144331834,0.152028083,0.159214173,2.708429886,5.244949104,2.536519218,5.862722227099999,0.6292271038595239,4.050265426,6.54769375,2.4974283239999995,1.3418355400000004,2.3176493670000005,0.11588246835000002,0.38356518936318534,550.7520000000013,4.0,0.0,9.847299999999995,0.6534633260579129,17.82,7.0,4.0,40.0,17.469459999999998,89.42650084149439,71.28,8.861355143,0.0,540.9046999999999,4,7.5215,1.0273999999999992,0.13659507590306766,3.76075,0.265904336660417,-3.7548500000000002,1.8744796280662106,0.03280000000000083,17.649243749303043
Train-19,10.6,CCCCC(CC)COc1c2cc(-c3ccc(-c4nc(C#N)cs4)[se]3)sc2c(OCC(CC)CCCC)c2ccsc12,683.867,7,0,11.02558,5.712217598,55.14,8,-8.2315,-7.5875,-0.754,0.4428,3.688801736,1.380298216,8.05218,-0.02938722,2e-05,2.388747456,2.990732346,3.547266168,3.623476674,3.84319403,4.051406042,4.086145238,4.748843134,4.938383758,4.960018268,5.046630696,5.371421102,5.527449932,5.864973084,3.688801736,4.12121918,4.626363292,4.933957672,4.981032878,5.121068288,5.348596384,5.407375302,5.560031876,5.735240412,5.74262962,6.00100394,6.066514972,6.105469488,6.112821502,6.208930798,6.213344486,6.295679604,6.38441209,1.380298216,0.17585887,0.005934046,0.018997229,0.163063892,0.120581516,0.000701347,0.016428747,0.072775324,0.025084223,0.087486652,0.001801578,0.000102782,0.000836711,0.005304692,0.026192199,0.100719115,0.301638231,0.703597017,1.278655034,1.812812965,2.016993706,1.807092343,1.437737176,1.287993019,1.508992407,1.889184572,2.074217281,1.952322507,1.819821305,2.124221981,4.195735953,5.139392263,5.626987973,5.82045101,5.897377425,5.720691105,5.025903624,3.909521656,3.000735003,3.104161139,7.502646285,5.86e-08,1.01e-06,0.007315267,0.036124881,0.138937949,0.41619475,0.971183874,1.766181634,2.455581189,1.766840762,1.112588252,0.681837655,0.431037261,0.092371451,0.3228163,0.477562577,0.599982861,0.53820701,0.550405359,2.388747456,5.864973084,3.476225628,5.508095414199999,0.7457569859746374,3.688801736,6.38441209,2.695610354,1.30005428,2.6510078469999994,0.13255039234999996,0.3009498657796491,683.8670000000014,7.0,0.0,10.73437999999999,0.32591225749987174,55.14,20.0,8.0,42.0,17.305115999999998,119.7200331652994,441.12,16.370108799,0.0,672.84142,7,6.833500000000001,0.6440000000000001,0.09424159007220458,3.4167500000000004,0.2926757027363129,-4.17075,2.545570434257701,0.5528,6.538177423677958
Train-20,10.49,CCCCC(CC)COc1c2cc(-c3ccc4oc(-c5cccc([Si](c6ccccc6)(c6ccccc6)c6ccccc6)c5)cc4c3)sc2c(OCC(CC)CCCC)c2ccsc12,897.335,5,0,14.764,7.993210845,31.6,6,-8.1199,-7.5574,0.085,0.3255,4.252154458,1.064014935,3.37802,-0.04363813,-0.00254,2.884134342,3.193898372,3.6877851,4.007008804,4.086170034,4.135018154,4.196214682,4.202946796,4.611460896,4.731597516,4.796699414,4.812990386,4.820453982,4.887514764,4.252154458,4.55099585,4.727345002,4.969019216,5.09706576,5.342893304,5.50836941,5.514109684,5.531082546,5.716556626,5.913573244,5.99920623,6.029308574,6.11729718,6.164979888,6.254716612,6.282971654,6.29954778,6.406096192,1.064014935,0.989266223,0.009530278,0.644733124,0.008836797,0.701051032,0.001408251,0.004512841,0.001255742,0.01417176,0.338855645,0.38867818,7.93e-11,2.23e-09,4.87e-08,8.3e-07,1.1e-05,0.000113882,0.000916783,0.005750365,0.028116527,0.107285892,0.32022864,0.751399117,1.400177653,2.112708684,2.666894336,2.93870933,2.927277131,2.669573476,2.272280503,2.054158055,2.554182547,3.483214585,5.048317633,7.526935677,10.65938385,13.38918279,14.60147519,14.21958064,13.37002518,14.60403564,4.58e-17,3.23e-15,6.54e-09,1.32e-07,2.08e-06,2.54e-05,0.000242619,0.001803454,0.166516478,0.460283395,1.003057787,1.744575048,2.475881118,2.987606804,1.917625774,1.798253445,1.780706465,1.74909142,1.555005321,2.884134342,4.887514764,2.0033804219999998,5.6102226993999995,0.6281213159188317,4.252154458,6.406096192,2.153941734,1.3680201159999998,4.938165233000001,0.24690826165000007,0.34254766789156976,897.3350000000021,5.0,0.0,14.763999999999967,0.5099948377610719,31.6,24.0,6.0,64.0,26.652799999999992,112.26213159373609,189.60000000000002,13.1566054225,0.0,882.571,5,7.6424,0.5624999999999991,0.07360252360481988,3.8212,0.26169782746314574,-3.7362,1.8265453836491157,-0.3219999999999991,2.2394546055565834
Train-21,10.48,Cc1cc(N2CCN(C)CC2)ncc1-c1cc2sc(-c3ccc(-c4cccs4)s3)cc2s1,493.748,7,0,7.54202,6.585754311,19.37,7,-7.8869,-7.2948,-0.1186,0.9126,3.857662496,1.99566862,3.78396,-0.0388441,-0.00176,2.588615614,3.162506636,3.659282098,3.689558014,4.01794384,4.045876534,4.320033508,4.566976872,5.330929234,5.359791778,5.534615976,5.665786816,5.742282476,5.863857264,3.857662496,4.673649264,4.75506693,5.069740568,5.23784505,5.364155874,5.430361194,5.573322532,5.695529618,5.758883398,5.874147604,5.953655978,6.024225394,6.07985522,6.15343735,6.253328036,6.31423941,6.391193796,6.452142364,1.99566862,0.132708206,0.022391523,0.08955426,0.041277526,0.149699577,0.005093663,0.058655031,0.013805643,0.047568314,0.012556982,0.001691897,7.35e-07,9.87e-06,0.000103083,0.000838889,0.00531675,0.026243121,0.100882264,0.302034186,0.70435093,1.280037166,1.816478599,2.029694276,1.845792357,1.527271061,1.438860215,1.688365245,2.041465743,2.221876754,2.280123314,3.324306231,4.289953349,5.02890817,5.400456606,5.595134193,5.74927548,5.845226895,5.946049356,6.189319353,6.542426923,6.830952991,3.92e-10,1.03e-08,0.000404308,0.003045235,0.01786305,0.081605002,0.290338301,0.804485585,3.818744067,3.892736028,3.091125195,1.915077723,0.936920902,0.227511701,0.345605211,0.339208991,0.414976633,0.535476993,0.556691266,2.588615614,5.863857264,3.27524165,5.6245194531,0.6622891984381352,3.857662496,6.452142364,2.594479868,1.269046882,2.8059621399999997,0.14029810699999998,0.4391912008746853,493.7479999999998,7.0,0.0,7.542020000000005,0.8857221442270485,19.37,6.0,7.0,32.0,14.108404,74.97211431091385,135.59,12.229877155499999,0.0,486.20598,7,7.176200000000001,0.5920999999999994,0.08250883719672837,3.5881000000000003,0.27869895524122645,-3.7067,1.9146100847245058,0.4391000000000005,14.388574017791289
Train-22,9.77,CCCCC(CC)COc1c2cc(-c3ccc4oc(-c5ccc6c(c5)CCC(=O)N6CC(=O)OC(C)(C)C)cc4c3)sc2c(OCC(CC)CCCC)c2ccsc12,822.146,8,0,14.0075,7.961364461,78.21,9,-7.8268,-7.4752,0.0825,0.3187,4.164203046,1.132689941,4.02585,-0.03882417,-0.00262,2.824115624,3.11034825,3.618753036,3.963343048,4.036615228,4.074379536,4.24054993,4.34401124,4.872686756,4.982904976,5.016094422,5.360622444,5.3646146,5.486276174,4.164203046,4.434033118,4.66790899,4.857325634,4.944210818,5.308054924,5.484391678,5.669159072,5.765429542,5.867750236,5.885714938,5.977993252,6.083177884,6.188064964,6.19980587,6.281186342,6.373030726,6.490092642,6.510574138,1.132689941,1.194558825,0.036422675,0.43688362,0.010294924,0.643753223,0.134453304,0.009312622,0.197817205,0.000598811,0.030941374,0.331163855,6.05e-10,1.46e-08,2.75e-07,4.04e-06,4.61e-05,0.000410516,0.002846179,0.015384637,0.064906382,0.214208051,0.555475769,1.141564995,1.88847231,2.579148098,3.006616826,3.084758955,2.831650192,2.369776591,1.961734479,2.204609413,2.794642978,3.628592772,4.880034487,6.590132724,8.367715831,9.593247498,9.878563212,9.316695621,8.439798243,8.221602129,2.08e-15,1.18e-13,9.91e-08,1.61e-06,2.03e-05,0.00019959,0.001529923,0.009143797,0.446103147,1.011661212,1.83946486,2.738583156,3.433720957,3.038372837,1.423525221,1.233486614,1.242051471,1.585311002,1.548260645,2.824115624,5.486276174,2.6621605500000003,5.6417563925,0.6993391419461873,4.164203046,6.510574138,2.346371092,1.3400874219999999,4.704401249000001,0.23522006245000004,0.36291341781678205,822.1460000000022,8.0,0.0,14.00749999999997,0.49708004439225584,78.21000000000001,22.0,9.0,58.0,23.701499999999992,103.2669589189708,703.89,20.8016822305,0.0,808.1384999999999,8,7.5577,0.35160000000000036,0.04652208389826488,3.77885,0.26463070388327037,-3.6963500000000002,1.807825571602472,-0.11540000000000039,3.871881628096963
Train-23,9.7,CCCCC(CC)COc1c2cc(-c3cccc(-c4cc(OCc5ccccc5)cc(OCc5ccccc5)c4)c3)sc2c(OCC(CC)CCCC)c2ccsc12,811.166,6,0,15.7984,7.193270206,36.92,6,-8.3413,-7.5909,0.0011,0.8648,4.213571882,0.560622308,5.06634,-0.04192793,-0.00235,2.835199436,3.569285016,3.902233306,3.976633704,4.082686196,4.128186856,4.251732926,4.37289858,4.842943954,4.84805193,4.929035666,4.945797762,4.947322716,5.251507646,4.213571882,4.608807724,4.97730108,5.016515954,5.341021206,5.524524004,5.537355934,5.595167808,5.614421902,5.773413854,5.938790776,6.05319952,6.16360371,6.220857674,6.239070336,6.352189688,6.382589584,6.488319728,6.520616518,0.560622308,0.513347376,0.001871408,0.062340383,0.641510069,0.017113432,0.862223904,0.05868333,0.000473512,0.00539689,0.541654825,0.166571971,4.19e-10,1.04e-08,2.01e-07,3.04e-06,3.56e-05,0.000325881,0.002320487,0.012868412,0.055577268,0.186937287,0.489690674,0.999031015,1.587424061,1.965279204,1.900101107,1.455306067,0.958223455,0.746082701,0.969099206,2.313556766,3.138295946,4.191303978,5.72884353,7.713463875,9.693262916,11.09625574,11.58623526,11.22636432,10.49958333,11.05485582,1.28e-16,8.21e-15,1.13e-08,2.07e-07,2.96e-06,3.29e-05,0.000285318,0.001924852,0.132119374,0.329080076,0.642271503,0.992026452,1.242513738,1.288984084,0.770312678,0.590080319,0.953213535,2.216202985,2.722389316,2.835199436,5.251507646,2.4163082100000004,5.708696293999999,0.638678066609766,4.213571882,6.520616518,2.3070446359999996,1.3783724460000002,4.24204337,0.21210216850000002,0.26937141984611357,811.1660000000022,6.0,0.0,15.798399999999964,0.3017936650724258,36.92,26.0,6.0,58.0,24.059679999999993,112.76733168678473,221.52,13.288635103,0.0,795.3676,6,7.5920000000000005,0.7504,0.09884087212317279,3.7960000000000003,0.2634351255439606,-3.7949,1.8969001593782928,0.11330000000000007,5.053842366126428
Train-24,9.3,CCCCC(CC)COc1c2cc(-c3cccc(N4CCCC4)c3C=O)sc2c(OCC(CC)CCCC)c2ccsc12,619.937,6,0,11.3861,5.437466022,38.77,6,-7.8811,-7.5021,-0.0561,0.7325,3.885086872,0.360880979,6.58109,-0.03293614,-0.00731,2.844460742,2.97527204,3.396568478,3.625311578,3.977687534,4.01236474,4.087967744,4.87067828,5.347790514,5.402019366,5.528776518,5.785241546,5.93114121,6.052170486,3.885086872,3.937270054,4.273082282,4.681075666,5.063764732,5.148877002,5.460748692,5.547708264,5.87163081,5.940948028,6.067221658,6.170583784,6.199384338,6.281744252,6.288711928,6.350528356,6.467751446,6.494097196,6.58935103,0.360880979,0.130618949,0.177257381,0.158469032,0.054354398,0.13607705,0.913907232,0.027415611,0.208813676,0.237842651,0.10678631,0.523387105,3.1e-10,7.92e-09,1.58e-07,2.45e-06,2.97e-05,0.000281983,0.002093526,0.012185484,0.055722806,0.200711505,0.571199241,1.288828967,2.31499126,3.328409309,3.871839702,3.748086066,3.251967675,2.912034436,3.000464541,3.682806347,3.900457673,4.293087915,5.211942014,6.564247694,7.609929551,7.49512196,6.059168621,3.998771585,2.272224423,1.858266578,2.93e-11,8.31e-10,4.47e-05,0.000365275,0.002330531,0.011602789,0.045090059,0.136849177,0.885011875,1.036138828,0.9985232,0.839023621,0.666604665,0.410386039,0.388464732,0.415012222,0.768672696,1.617136418,1.972439332,2.844460742,6.052170486,3.2077097439999998,5.625858437099999,0.8576697904208523,3.885086872,6.58935103,2.7042641580000004,1.0406261300000001,3.5335230949999996,0.17667615474999998,0.21882432482645642,619.9370000000022,6.0,0.0,11.386099999999985,0.1870037746414645,38.769999999999996,21.0,6.0,43.0,17.67722,114.01209377302592,232.62,12.595733011,0.0,608.5509,6,7.446000000000001,0.37899999999999956,0.05089980514372742,3.7230000000000003,0.26860051877504193,-3.7791,1.9180226712328767,0.4096000000000005,17.546709482020134
